0,59,69,10,10
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,2,2,9,4,7,2,0
3,4,3,0,7,2,2,7,0,3,4,3,0,1,4,1,1,4,1,0,3,6,4,10,-1,1,1,-1,10,4,6,6,8,2,-1,11,11,-1,2,8,6,5,12,-11,12,5,5,12,-11,12,5,-8,4,1,-4,6,6,-4,1,4,-8,8,0,8,11,10,10,11,8,0,8,12,7,1,3,2,2,3,1,7,12,6,1,6,11,3,3,11,6,1,6,7,4,-3,0,0,0,0,-3,4,7
