0,66,76,11,12
1,8,2,8,1,0,0,8,10,8,5,1,0,2,0,6,5,1,0,10,10,6,5,10,0,2,10,8,5,8,2,8,10,6,0,8,2,8,9,2,0,4,2,9,6,8,10,4,1,5,6,9,5,5,1,8,6,9,6,5,0,8,4,9,5,1,0,0,1,9,2,0,0
2,0,7,8,8,3,6,5,4
3,1,0,1,9,15,3,3,15,9,1,0,1,4,5,1,5,1,10,10,1,5,1,5,4,11,14,1,6,8,3,3,8,6,1,14,11,-4,3,1,1,1,2,2,1,1,1,3,-4,1,6,6,-8,10,13,13,10,-8,6,6,1,5,4,10,3,12,7,7,12,3,10,4,5,9,3,12,2,5,-5,-5,5,2,12,3,9,0,13,7,0,4,-2,-2,4,0,7,13,0,2,5,10,10,-11,0,0,-11,10,10,5,2,6,1,3,4,2,2,2,2,4,3,1,6,3,4,1,5,14,6,6,14,5,1,4,3
