0,40,50,12,9
1,0,8,0,4,9,5,0,2,2,0,5,10,5,8,2,0,5,9,6,10,2,8,5,6,8,8,0,8,4,0,9,9,0,8,10,8,1,2,0,0,8,2,0,1,1,0,8,10,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,1,3,7,5,1,4
3,0,-4,10,2,12,2,10,-4,0,11,0,9,16,12,16,9,0,11,5,8,5,1,6,1,5,8,5,7,2,11,5,2,5,11,2,7,1,13,2,5,3,5,2,13,1,1,6,0,3,4,3,0,6,1,3,13,4,9,-4,9,4,13,3,4,2,-6,7,-2,7,-6,2,4,1,7,0,4,7,4,0,7,1,2,11,3,11,14,11,3,11,2,4,8,9,3,2,3,9,8,4,6,8,6,4,0,4,6,8,6
