0,47,57,10,8
1,0,0,0,1,1,0,0,0,4,4,5,0,0,10,4,2,1,0,0,10,2,0,0,0,0,5,1,0,0,0,0,5,8,1,2,0,0,0,8,8,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,2,6,5,5,5,6,2
3,1,2,7,1,1,7,2,1,2,4,3,2,2,3,4,2,-12,2,6,1,1,6,2,-12,3,-1,8,2,2,8,-1,3,3,4,2,4,4,2,4,3,4,15,13,12,12,13,15,4,12,8,7,6,6,7,8,12,4,11,-1,0,0,-1,11,4,7,3,5,6,6,5,3,7,-7,11,12,0,0,12,11,-7
