0,38,48,10,9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,8,0,0,0,8,0,1,0,0,5,2,6,4,10,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,7,6,2,6,8,6
3,2,13,7,0,8,0,7,13,2,11,3,3,14,4,14,3,3,11,-5,6,3,7,7,7,3,6,-5,-14,12,6,8,1,8,6,12,-14,1,0,12,2,3,2,12,0,1,1,0,12,2,3,2,12,0,1,-14,12,6,8,1,8,6,12,-14,-5,6,3,7,7,7,3,6,-5,11,3,3,14,4,14,3,3,11,2,13,7,0,8,0,7,13,2
