0,36,46,10,11
1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,0,10,0,0,2,2,5,6,0,8,2,10,9,9,0,8,0,10,6,5,0,4,1,10,1,5,0,0,1,9,5,1,0,0,4,8,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,6,2,6,4,5,6,5
3,6,1,1,1,5,1,5,1,1,1,6,3,1,1,4,10,5,10,4,1,1,3,13,3,0,9,8,5,8,9,0,3,13,1,1,6,3,2,10,2,3,6,1,1,-1,10,4,10,3,7,3,10,4,10,-1,0,-11,1,9,12,6,12,9,1,-11,0,5,-2,0,2,3,1,3,2,0,-2,5,2,3,-10,1,13,6,13,1,-10,3,2,11,5,7,1,3,3,3,1,7,5,11,3,7,1,1,15,4,15,1,1,7,3
