0,30,40,8,11
1,0,0,0,0,0,0,8,10,0,0,0,0,0,10,6,0,0,0,0,10,0,0,0,0,8,5,5,0,0,0,8,1,4,0,0,0,8,5,8,1,0,0,0,6,5,4,0,0,2,0,2,5,0,0,10,0,0,5,0,0,8,10,10,5,0,0,0,0,0,0,0,0
2,5,4,3,7,4,2,4,8
3,2,4,2,4,3,1,3,3,6,-4,13,8,2,3,-12,0,7,5,0,5,6,8,2,2,7,4,4,7,1,2,1,2,9,4,5,13,10,2,2,1,4,12,3,5,4,5,13,10,2,2,1,4,12,3,5,2,2,7,4,4,7,1,2,1,2,9,8,2,3,-12,0,7,5,0,5,6,8,2,4,2,4,3,1,3,3,6,-4,13
