0,34,44,9,9
1,0,0,0,0,0,0,2,0,0,0,1,0,8,0,0,0,0,0,8,2,0,9,2,0,8,1,4,10,0,0,5,10,5,6,1,0,5,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,4,1,5,3,5,6,4
3,3,4,0,3,6,11,13,0,1,9,5,11,8,7,1,1,-5,1,0,5,0,3,4,2,12,1,9,2,8,11,3,10,6,3,5,3,0,8,1,6,9,12,4,0,15,2,8,11,3,10,6,3,5,3,0,5,0,3,4,2,12,1,9,9,5,11,8,7,1,1,-5,1,3,4,0,3,6,11,13,0,1
