0,36,46,9,11
1,0,8,10,2,0,0,4,10,10,2,0,0,9,4,6,8,0,0,0,2,0,1,0,0,8,1,0,4,0,0,10,5,1,9,0,0,6,5,5,2,2,0,1,1,0,2,2,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,7,4,1,5,7,5
3,0,5,5,2,3,5,4,10,0,3,3,0,5,2,3,11,5,0,-6,4,-4,0,4,2,-4,5,8,4,7,5,-5,-1,3,6,5,0,-7,-5,12,4,2,4,-5,-10,2,12,6,0,-13,9,7,4,5,3,3,6,5,0,-7,-5,12,4,2,4,-5,-10,4,2,-4,5,8,4,7,5,-5,-1,3,0,5,2,3,11,5,0,-6,4,-4,0,0,5,5,2,3,5,4,10,0,3,3
