0,39,49,11,11
1,8,2,6,1,10,0,8,8,8,8,2,0,0,0,6,10,2,0,0,4,6,9,0,0,0,8,8,4,0,0,0,1,10,1,5,0,2,4,0,6,1,1,10,5,8,8,10,1,5,5,8,0,2,0,5,6,9,8,9,0,0,10,5,8,2,0,0,0,0,0,0,0
2,2,5,6,3,8,7,1,1
3,0,-12,13,2,10,2,7,2,0,12,6,9,1,3,-11,1,6,9,6,-6,12,4,5,1,3,2,2,3,6,6,14,3,6,-5,5,2,4,4,-4,-2,1,5,5,8,9,1,12,11,-12,11,5,-2,-2,4,6,5,6,2,1,0,1,1,7,8,1,7,9,1,12,11,-12,11,5,-2,-2,4,6,-5,5,2,4,4,-4,-2,1,5,5,8,5,1,3,2,2,3,6,6,14,3,6,9,1,3,-11,1,6,9,6,-6,12,4,0,-12,13,2,10,2,7,2,0,12,6
